A_ID,父母A,B_ID,父母B,结果_ID,配种结果,去除重复,a+b,“去除重复”列的筛选如果只选 TRUE ，则每种配方只出现一次，方便人眼看，但不方便父母列的搜索。请根据需要筛选此列
2,捣蛋猫,72,浪刃武士,78,薇莉塔,TRUE,74,,
8,新叶猿,67,碎岩龟,78,薇莉塔,TRUE,75,,
26,猎狼,49,铁拳猿,78,薇莉塔,TRUE,75,,
67,碎岩龟,8,新叶猿,78,薇莉塔,FALSE,75,,
49,铁拳猿,26,猎狼,78,薇莉塔,FALSE,75,,
69,博爱蜥,9,燎火鹿,78,薇莉塔,FALSE,78,,
68,猫蝠怪,10,企丸丸,78,薇莉塔,FALSE,78,,
9,燎火鹿,69,博爱蜥,78,薇莉塔,TRUE,78,,
10,企丸丸,68,猫蝠怪,78,薇莉塔,TRUE,78,,
31,红小鲨,48,山岳射手,78,薇莉塔,TRUE,79,,
48,山岳射手,31,红小鲨,78,薇莉塔,FALSE,79,,
75,暗巫猫,5,火绒狐,78,薇莉塔,FALSE,80,,
5,火绒狐,75,暗巫猫,78,薇莉塔,TRUE,80,,
59,严冬鹿,22,遁地鼠,78,薇莉塔,FALSE,81,,
42,炽焰牛,39,姬小兔,78,薇莉塔,FALSE,81,,
39,姬小兔,42,炽焰牛,78,薇莉塔,TRUE,81,,
22,遁地鼠,59,严冬鹿,78,薇莉塔,TRUE,81,,
57,吹雪狐,27,炸蛋鸟,78,薇莉塔,FALSE,84,,
27,炸蛋鸟,57,吹雪狐,78,薇莉塔,TRUE,84,,
64,雷冠龙,23,勾魂鱿,78,薇莉塔,FALSE,87,,
23,勾魂鱿,64,雷冠龙,78,薇莉塔,TRUE,87,,
4,翠叶鼠,84,狱阎王,78,薇莉塔,TRUE,88,,
56,雷角马,32,吊缚灵,78,薇莉塔,FALSE,88,,
32,冰缚灵,56,雷角马,78,薇莉塔,TRUE,88,,
84,狱阎王,4,翠叶鼠,78,薇莉塔,FALSE,88,,
32,吊缚灵,56,雷角马,78,薇莉塔,TRUE,88,,
56,雷角马,32,冰缚灵,78,薇莉塔,FALSE,88,,
18,米露菲,72,浪刃武士,78,薇莉塔,TRUE,90,,
72,浪刃武士,18,米露菲,78,薇莉塔,FALSE,90,,
44,黑鸦隐士,48,羽箭射手,78,薇莉塔,TRUE,92,,
48,羽箭射手,44,黑鸦隐士,78,薇莉塔,FALSE,92,,
28,波娜兔,64,花冠龙,78,薇莉塔,TRUE,92,,
64,花冠龙,28,波娜兔,78,薇莉塔,FALSE,92,,
71,烽歌龙,24,冰丝特,78,薇莉塔,FALSE,95,,
24,冰丝特,71,烽歌龙,78,薇莉塔,TRUE,95,,
24,喵丝特,71,霜歌龙,78,薇莉塔,TRUE,95,,
71,霜歌龙,24,喵丝特,78,薇莉塔,FALSE,95,,
47,天擒鸟,50,骑士蜂,78,薇莉塔,TRUE,97,,
50,骑士蜂,47,天擒鸟,78,薇莉塔,FALSE,97,,
36,美露帕,62,雷鸣童子,78,薇莉塔,TRUE,98,,
62,雷鸣童子,36,美露帕,78,薇莉塔,FALSE,98,,
86,连理龙,13,叶泥泥(特殊),78,薇莉塔,FALSE,99,,
84,狱焰王,15,啼卡尔,78,薇莉塔,FALSE,99,,
15,啼卡尔,84,狱焰王,78,薇莉塔,TRUE,99,,
13,叶泥泥(特殊),86,连理龙,78,薇莉塔,TRUE,99,,
13,叶泥泥,86,连理龙,78,薇莉塔,TRUE,99,,
86,连理龙,13,叶泥泥,78,薇莉塔,FALSE,99,,
62,雷鸣童子,43,趴趴鲶,78,薇莉塔,FALSE,105,,
43,趴趴鲶,62,雷鸣童子,78,薇莉塔,TRUE,105,,
53,毛掸儿,55,疾旋鼬,78,薇莉塔,TRUE,108,,
55,疾旋鼬,53,毛掸儿,78,薇莉塔,FALSE,108,,
66,噬魂兽,46,月镰魔,78,薇莉塔,FALSE,112,,
46,月镰魔,66,噬魂兽,78,薇莉塔,TRUE,112,,
32,冰缚灵,84,狱阎王,78,薇莉塔,TRUE,116,,
84,狱阎王,32,冰缚灵,78,薇莉塔,FALSE,116,,
30,荆棘魔仙,87,花丽娜,78,薇莉塔,TRUE,117,,
87,花丽娜,30,荆棘魔仙,78,薇莉塔,FALSE,117,,
94,夜幕魔蝠,31,鲨小子,78,薇莉塔,FALSE,125,,
31,鲨小子,94,夜幕魔蝠,78,薇莉塔,TRUE,125,,
45,朋克蜥,93,云海鹿,78,薇莉塔,TRUE,138,,
93,云海鹿,45,朋克蜥,78,薇莉塔,FALSE,138,,
63,秘斯媞雅,77,踏春兔,78,薇莉塔,TRUE,140,,
77,踏春兔,63,秘斯媞雅,78,薇莉塔,FALSE,140,,
61,苍焰狼,81,火灵儿,78,薇莉塔,TRUE,142,,
81,火灵儿,61,苍焰狼,78,薇莉塔,FALSE,142,,
76,焰巫狐,69,博爱蜥,78,薇莉塔,FALSE,145,,
75,暗巫猫,70,融焰娘,78,薇莉塔,FALSE,145,,
69,博爱蜥,76,焰巫狐,78,薇莉塔,TRUE,145,,
70,融焰娘,75,暗巫猫,78,薇莉塔,TRUE,145,,
78,薇莉塔,78,薇莉塔,78,薇莉塔,TRUE,156,,
81,水灵儿,86,海誓龙,78,薇莉塔,TRUE,167,,
86,海誓龙,81,水灵儿,78,薇莉塔,FALSE,167,,
40,炎魔羊,33,叶胖达,52,笑魇猫,FALSE,73,,
33,叶胖达,40,炎魔羊,52,笑魇猫,TRUE,73,,
11,企丸王,82,碧海龙,52,笑魇猫,TRUE,93,,
82,碧海龙,11,企丸王,52,笑魇猫,FALSE,93,,
52,笑魇猫,52,笑魇猫,52,笑魇猫,TRUE,104,,
83,冰棘兽,36,美露帕,52,笑魇猫,FALSE,119,,
36,美露帕,83,冰棘兽,52,笑魇猫,TRUE,119,,
80,水灵龙,41,幻悦蝶,52,笑魇猫,FALSE,121,,
41,幻悦蝶,80,水灵龙,52,笑魇猫,TRUE,121,,
25,鲁米儿,98,魔渊龙,52,笑魇猫,TRUE,123,,
98,魔渊龙,25,鲁米儿,52,笑魇猫,FALSE,123,,
43,趴趴鲶,83,冰棘兽,52,笑魇猫,TRUE,126,,
83,冰棘兽,43,趴趴鲶,52,笑魇猫,FALSE,126,,
73,迅雷鸟,55,疾旋鼬,52,笑魇猫,FALSE,128,,
55,疾旋鼬,73,迅雷鸟,52,笑魇猫,TRUE,128,,
40,暗魔羊,89,冰帝美露帕,52,笑魇猫,TRUE,129,,
71,烽歌龙,58,火麒麟,52,笑魇猫,FALSE,129,,
89,冰帝美露帕,40,暗魔羊,52,笑魇猫,FALSE,129,,
58,火麒麟,71,烽歌龙,52,笑魇猫,TRUE,129,,
42,炽焰牛,88,寒霜兽,52,笑魇猫,TRUE,130,,
88,寒霜兽,42,炽焰牛,52,笑魇猫,FALSE,130,,
87,花丽娜,58,邪麒麟,52,笑魇猫,FALSE,145,,
85,佩克龙,60,霹雳犬,52,笑魇猫,FALSE,145,,
60,霹雳犬,85,佩克龙,52,笑魇猫,TRUE,145,,
58,邪麒麟,87,花丽娜,52,笑魇猫,TRUE,145,,
72,浪刃武士,74,燧火鸟,52,笑魇猫,TRUE,146,,
74,燧火鸟,72,浪刃武士,52,笑魇猫,FALSE,146,,
35,灌木羊,111,空涡龙,52,笑魇猫,TRUE,146,,
111,空涡龙,35,灌木羊,52,笑魇猫,FALSE,146,,
110,唤夜兽,37,紫霞鹿,52,笑魇猫,FALSE,147,,
110,唤冬兽,37,祇岳鹿,52,笑魇猫,FALSE,147,,
37,祇岳鹿,110,唤冬兽,52,笑魇猫,TRUE,147,,
37,紫霞鹿,110,唤夜兽,52,笑魇猫,TRUE,147,,
92,铠格力斯,56,雷角马,52,笑魇猫,FALSE,148,,
56,雷角马,92,铠格力斯,52,笑魇猫,TRUE,148,,
110,唤冬兽,43,趴趴鲶,52,笑魇猫,FALSE,153,,
43,趴趴鲶,110,唤冬兽,52,笑魇猫,TRUE,153,,
68,猫蝠怪,85,派克龙,52,笑魇猫,TRUE,153,,
85,派克龙,68,猫蝠怪,52,笑魇猫,FALSE,153,,
89,君王美露帕,65,流沙蛇,52,笑魇猫,FALSE,154,,
65,流沙蛇,89,君王美露帕,52,笑魇猫,TRUE,154,,
46,月镰魔,109,混沌骑士,52,笑魇猫,TRUE,155,,
109,混沌骑士,46,月镰魔,52,笑魇猫,FALSE,155,,
99,冥铠蝎,57,吹雪狐,52,笑魇猫,FALSE,156,,
65,滑水蛇,91,白绒雪怪,52,笑魇猫,TRUE,156,,
57,吹雪狐,99,冥铠蝎,52,笑魇猫,TRUE,156,,
91,白绒雪怪,65,滑水蛇,52,笑魇猫,FALSE,156,,
61,苍焰狼,97,雷冥鸟,52,笑魇猫,TRUE,158,,
97,雷冥鸟,61,苍焰狼,52,笑魇猫,FALSE,158,,
75,暗巫猫,88,熔岩兽,52,笑魇猫,TRUE,163,,
88,熔岩兽,75,暗巫猫,52,笑魇猫,FALSE,163,,
106,波鲁杰克斯,59,严冬鹿,52,笑魇猫,FALSE,165,,
59,严冬鹿,106,波鲁杰克斯,52,笑魇猫,TRUE,165,,
103,暴电熊,64,花冠龙,52,笑魇猫,FALSE,167,,
64,花冠龙,103,暴电熊,52,笑魇猫,TRUE,167,,
104,黑月女王,64,雷冠龙,52,笑魇猫,FALSE,168,,
64,雷冠龙,104,黑月女王,52,笑魇猫,TRUE,168,,
80,精灵龙,91,绿苔绒怪,52,笑魇猫,TRUE,171,,
91,绿苔绒怪,80,精灵龙,52,笑魇猫,FALSE,171,,
101,腾炎龙,75,暗巫猫,52,笑魇猫,FALSE,176,,
75,暗巫猫,101,腾炎龙,52,笑魇猫,TRUE,176,,
108,圣光骑士,69,博爱蜥,52,笑魇猫,FALSE,177,,
69,博爱蜥,108,圣光骑士,52,笑魇猫,TRUE,177,,
77,踏春兔,102,清雀,52,笑魇猫,TRUE,179,,
84,狱阎王,95,天羽龙,52,笑魇猫,TRUE,179,,
95,天羽龙,84,狱阎王,52,笑魇猫,FALSE,179,,
100,阿努比斯,79,绸笠蛾,52,笑魇猫,FALSE,179,,
79,绸笠蛾,100,阿努比斯,52,笑魇猫,TRUE,179,,
102,清雀,77,踏春兔,52,笑魇猫,FALSE,179,,
84,狱焰王,101,腾炎龙,52,笑魇猫,TRUE,185,,
101,覆海龙,84,狱焰王,52,笑魇猫,FALSE,185,,
84,狱焰王,101,覆海龙,52,笑魇猫,TRUE,185,,
101,腾炎龙,84,狱焰王,52,笑魇猫,FALSE,185,,
96,焰煌,94,夜幕魔蝠,52,笑魇猫,FALSE,190,,
94,夜幕魔蝠,96,焰煌,52,笑魇猫,TRUE,190,,
58,邪麒麟,58,邪麒麟,58,邪麒麟,TRUE,116,,
75,暗巫猫,58,火麒麟,58,邪麒麟,FALSE,133,,
58,火麒麟,75,暗巫猫,58,邪麒麟,TRUE,133,,
8,新叶猿,8,新叶猿,8,新叶猿,TRUE,16,,
9,燎火鹿,10,企丸丸,8,新叶猿,TRUE,19,,
10,企丸丸,9,燎火鹿,8,新叶猿,FALSE,19,,
13,叶泥泥,8,新叶猿,8,新叶猿,FALSE,21,,
8,新叶猿,13,叶泥泥(特殊),8,新叶猿,TRUE,21,,
13,叶泥泥(特殊),8,新叶猿,8,新叶猿,FALSE,21,,
8,新叶猿,13,叶泥泥,8,新叶猿,TRUE,21,,
26,猎狼,4,翠叶鼠,8,新叶猿,FALSE,30,,
4,翠叶鼠,26,猎狼,8,新叶猿,TRUE,30,,
12,电棘鼠,20,草莽猪,8,新叶猿,TRUE,32,,
20,草莽猪,12,冰刺鼠,8,新叶猿,FALSE,32,,
12,冰刺鼠,20,草莽猪,8,新叶猿,TRUE,32,,
20,草莽猪,12,电棘鼠,8,新叶猿,FALSE,32,,
9,燎火鹿,27,炸蛋鸟,8,新叶猿,TRUE,36,,
31,红小鲨,5,火绒狐,8,新叶猿,FALSE,36,,
27,炸蛋鸟,9,燎火鹿,8,新叶猿,FALSE,36,,
5,火绒狐,31,红小鲨,8,新叶猿,TRUE,36,,
5,火绒狐,31,鲨小子,8,新叶猿,TRUE,36,,
31,鲨小子,5,火绒狐,8,新叶猿,FALSE,36,,
31,鲨小子,7,伏特喵,8,新叶猿,FALSE,38,,
7,伏特喵,31,鲨小子,8,新叶猿,TRUE,38,,
15,啼卡尔,31,红小鲨,8,新叶猿,TRUE,46,,
31,红小鲨,15,啼卡尔,8,新叶猿,FALSE,46,,
1,棉悠悠,47,天擒鸟,8,新叶猿,TRUE,48,,
47,天擒鸟,1,棉悠悠,8,新叶猿,FALSE,48,,
1,棉悠悠,48,羽箭射手,8,新叶猿,TRUE,49,,
47,天擒鸟,2,捣蛋猫,8,新叶猿,FALSE,49,,
48,羽箭射手,1,棉悠悠,8,新叶猿,FALSE,49,,
2,捣蛋猫,47,天擒鸟,8,新叶猿,TRUE,49,,
26,猎狼,24,冰丝特,8,新叶猿,FALSE,50,,
22,遁地鼠,28,波娜兔,8,新叶猿,TRUE,50,,
28,波娜兔,22,遁地鼠,8,新叶猿,FALSE,50,,
24,冰丝特,26,猎狼,8,新叶猿,TRUE,50,,
7,伏特喵,44,黑鸦隐士,8,新叶猿,TRUE,51,,
48,山岳射手,3,皮皮鸡,8,新叶猿,FALSE,51,,
2,捣蛋猫,49,铁拳猿,8,新叶猿,TRUE,51,,
3,皮皮鸡,48,山岳射手,8,新叶猿,TRUE,51,,
30,荆棘魔仙,21,露娜蒂,8,新叶猿,FALSE,51,,
21,露娜蒂,30,荆棘魔仙,8,新叶猿,TRUE,51,,
49,铁拳猿,2,捣蛋猫,8,新叶猿,FALSE,51,,
44,黑鸦隐士,7,伏特喵,8,新叶猿,FALSE,51,,
4,翠叶鼠,50,骑士蜂,8,新叶猿,TRUE,54,,
50,骑士蜂,4,翠叶鼠,8,新叶猿,FALSE,54,,
45,热血蜥,10,企丸丸,8,新叶猿,FALSE,55,,
10,企丸丸,45,热血蜥,8,新叶猿,TRUE,55,,
12,电棘鼠,45,朋克蜥,8,新叶猿,TRUE,57,,
12,冰刺鼠,45,热血蜥,8,新叶猿,TRUE,57,,
45,朋克蜥,12,电棘鼠,8,新叶猿,FALSE,57,,
45,热血蜥,12,冰刺鼠,8,新叶猿,FALSE,57,,
21,露娜蒂,39,姬小兔,8,新叶猿,TRUE,60,,
39,姬小兔,21,露娜蒂,8,新叶猿,FALSE,60,,
17,瞅什魔,45,朋克蜥,8,新叶猿,TRUE,62,,
45,朋克蜥,17,瞅什魔,8,新叶猿,FALSE,62,,
49,铁拳猿,14,玉藻狐,8,新叶猿,FALSE,63,,
14,玉藻狐,49,铁拳猿,8,新叶猿,TRUE,63,,
16,壶小象,48,山岳射手,8,新叶猿,TRUE,64,,
48,山岳射手,16,壶小象,8,新叶猿,FALSE,64,,
18,米露菲,49,铁拳猿,8,新叶猿,TRUE,67,,
49,铁拳猿,18,米露菲,8,新叶猿,FALSE,67,,
48,羽箭射手,24,喵丝特,8,新叶猿,FALSE,72,,
24,喵丝特,48,羽箭射手,8,新叶猿,TRUE,72,,
34,棉花糖,39,姬小兔,8,新叶猿,TRUE,73,,
39,姬小兔,34,棉花糖,8,新叶猿,FALSE,73,,
66,噬魂兽,10,企丸丸,8,新叶猿,FALSE,76,,
32,冰缚灵,44,黑鸦隐士,8,新叶猿,TRUE,76,,
10,企丸丸,66,噬魂兽,8,新叶猿,TRUE,76,,
44,黑鸦隐士,32,吊缚灵,8,新叶猿,FALSE,76,,
44,黑鸦隐士,32,冰缚灵,8,新叶猿,FALSE,76,,
32,吊缚灵,44,黑鸦隐士,8,新叶猿,TRUE,76,,
63,秘斯媞雅,15,啼卡尔,8,新叶猿,FALSE,78,,
15,啼卡尔,63,秘斯媞雅,8,新叶猿,TRUE,78,,
3,皮皮鸡,77,踏春兔,8,新叶猿,TRUE,80,,
63,秘斯媞雅,17,瞅什魔,8,新叶猿,FALSE,80,,
77,踏春兔,3,皮皮鸡,8,新叶猿,FALSE,80,,
17,瞅什魔,63,秘斯媞雅,8,新叶猿,TRUE,80,,
50,骑士蜂,32,冰缚灵,8,新叶猿,FALSE,82,,
50,骑士蜂,32,吊缚灵,8,新叶猿,FALSE,82,,
76,焰巫狐,6,冲浪鸭,8,新叶猿,FALSE,82,,
6,冲浪鸭,76,焰巫狐,8,新叶猿,TRUE,82,,
32,冰缚灵,50,骑士蜂,8,新叶猿,TRUE,82,,
32,吊缚灵,50,骑士蜂,8,新叶猿,TRUE,82,,
62,雷鸣童子,23,勾魂鱿,8,新叶猿,FALSE,85,,
23,勾魂鱿,62,雷鸣童子,8,新叶猿,TRUE,85,,
53,毛掸儿,34,棉花糖,8,新叶猿,FALSE,87,,
34,棉花糖,53,毛掸儿,8,新叶猿,TRUE,87,,
62,雷鸣童子,28,波娜兔,8,新叶猿,FALSE,90,,
28,波娜兔,62,雷鸣童子,8,新叶猿,TRUE,90,,
78,薇莉塔,14,玉藻狐,8,新叶猿,FALSE,92,,
14,玉藻狐,78,薇莉塔,8,新叶猿,TRUE,92,,
66,噬魂兽,27,炸蛋鸟,8,新叶猿,FALSE,93,,
27,炸蛋鸟,66,噬魂兽,8,新叶猿,TRUE,93,,
81,水灵儿,13,叶泥泥(特殊),8,新叶猿,FALSE,94,,
81,水灵儿,13,叶泥泥,8,新叶猿,FALSE,94,,
13,叶泥泥,81,水灵儿,8,新叶猿,TRUE,94,,
13,叶泥泥(特殊),81,水灵儿,8,新叶猿,TRUE,94,,
78,薇莉塔,18,米露菲,8,新叶猿,FALSE,96,,
18,米露菲,78,薇莉塔,8,新叶猿,TRUE,96,,
19,寐魔,81,火灵儿,8,新叶猿,TRUE,100,,
19,寐魔,81,水灵儿,8,新叶猿,TRUE,100,,
81,火灵儿,19,寐魔,8,新叶猿,FALSE,100,,
81,水灵儿,19,寐魔,8,新叶猿,FALSE,100,,
70,融焰娘,31,红小鲨,8,新叶猿,FALSE,101,,
31,鲨小子,70,融焰娘,8,新叶猿,TRUE,101,,
70,融焰娘,31,鲨小子,8,新叶猿,FALSE,101,,
31,红小鲨,70,融焰娘,8,新叶猿,TRUE,101,,
78,薇莉塔,24,冰丝特,8,新叶猿,FALSE,102,,
24,冰丝特,78,薇莉塔,8,新叶猿,TRUE,102,,
76,焰巫狐,27,炸蛋鸟,8,新叶猿,FALSE,103,,
22,遁地鼠,81,火灵儿,8,新叶猿,TRUE,103,,
81,火灵儿,22,遁地鼠,8,新叶猿,FALSE,103,,
27,炸蛋鸟,76,焰巫狐,8,新叶猿,TRUE,103,,
94,夜幕魔蝠,16,壶小象,8,新叶猿,FALSE,110,,
16,壶小象,94,夜幕魔蝠,8,新叶猿,TRUE,110,,
24,喵丝特,94,夜幕魔蝠,8,新叶猿,TRUE,118,,
94,夜幕魔蝠,24,喵丝特,8,新叶猿,FALSE,118,,
90,雪猛犸,90,雪猛犸,90,雪猛犸,TRUE,180,,
90,森猛犸,91,白绒雪怪,90,雪猛犸,TRUE,181,,
91,白绒雪怪,90,森猛犸,90,雪猛犸,FALSE,181,,
96,焰煌,33,叶胖达,73,迅雷鸟,FALSE,129,,
33,叶胖达,96,焰煌,73,迅雷鸟,TRUE,129,,
73,迅雷鸟,58,邪麒麟,73,迅雷鸟,FALSE,131,,
58,邪麒麟,73,迅雷鸟,73,迅雷鸟,TRUE,131,,
51,女皇蜂,83,冰棘兽,73,迅雷鸟,TRUE,134,,
96,焰煌,38,疾风隼,73,迅雷鸟,FALSE,134,,
83,冰棘兽,51,女皇蜂,73,迅雷鸟,FALSE,134,,
38,疾风隼,96,焰煌,73,迅雷鸟,TRUE,134,,
33,雷胖达,102,清雀,73,迅雷鸟,TRUE,135,,
33,叶胖达,102,朱雀,73,迅雷鸟,TRUE,135,,
33,叶胖达,102,清雀,73,迅雷鸟,TRUE,135,,
33,雷胖达,102,朱雀,73,迅雷鸟,TRUE,135,,
102,朱雀,33,叶胖达,73,迅雷鸟,FALSE,135,,
102,朱雀,33,雷胖达,73,迅雷鸟,FALSE,135,,
102,清雀,33,雷胖达,73,迅雷鸟,FALSE,135,,
102,清雀,33,叶胖达,73,迅雷鸟,FALSE,135,,
38,疾风隼,102,清雀,73,迅雷鸟,TRUE,140,,
38,疾风隼,102,朱雀,73,迅雷鸟,TRUE,140,,
102,朱雀,38,疾风隼,73,迅雷鸟,FALSE,140,,
107,异构格里芬,33,雷胖达,73,迅雷鸟,FALSE,140,,
33,雷胖达,107,异构格里芬,73,迅雷鸟,TRUE,140,,
102,清雀,38,疾风隼,73,迅雷鸟,FALSE,140,,
108,圣光骑士,33,雷胖达,73,迅雷鸟,FALSE,141,,
33,雷胖达,108,圣光骑士,73,迅雷鸟,TRUE,141,,
109,混沌骑士,33,雷胖达,73,迅雷鸟,FALSE,142,,
33,雷胖达,109,混沌骑士,73,迅雷鸟,TRUE,142,,
33,雷胖达,111,空涡龙,73,迅雷鸟,TRUE,144,,
111,空涡龙,33,雷胖达,73,迅雷鸟,FALSE,144,,
107,异构格里芬,38,疾风隼,73,迅雷鸟,FALSE,145,,
38,疾风隼,107,异构格里芬,73,迅雷鸟,TRUE,145,,
88,寒霜兽,58,邪麒麟,73,迅雷鸟,FALSE,146,,
73,迅雷鸟,73,迅雷鸟,73,迅雷鸟,TRUE,146,,
58,邪麒麟,88,寒霜兽,73,迅雷鸟,TRUE,146,,
98,魔渊龙,51,女皇蜂,73,迅雷鸟,FALSE,149,,
51,女皇蜂,98,魔渊龙,73,迅雷鸟,TRUE,149,,
96,焰煌,54,毛老爹,73,迅雷鸟,FALSE,150,,
54,毛老爹,96,焰煌,73,迅雷鸟,TRUE,150,,
58,邪麒麟,97,雷冥鸟,73,迅雷鸟,TRUE,155,,
97,雷冥鸟,58,邪麒麟,73,迅雷鸟,FALSE,155,,
102,朱雀,54,毛老爹,73,迅雷鸟,FALSE,156,,
102,清雀,54,毛老爹,73,迅雷鸟,FALSE,156,,
54,毛老爹,102,清雀,73,迅雷鸟,TRUE,156,,
54,毛老爹,102,朱雀,73,迅雷鸟,TRUE,156,,
106,波鲁杰克斯,51,女皇蜂,73,迅雷鸟,FALSE,157,,
51,女皇蜂,106,波鲁杰克斯,73,迅雷鸟,TRUE,157,,
51,女皇蜂,108,圣光骑士,73,迅雷鸟,TRUE,159,,
108,圣光骑士,51,女皇蜂,73,迅雷鸟,FALSE,159,,
102,朱雀,58,火麒麟,73,迅雷鸟,FALSE,160,,
58,火麒麟,102,朱雀,73,迅雷鸟,TRUE,160,,
103,暴电熊,58,邪麒麟,73,迅雷鸟,FALSE,161,,
73,迅雷鸟,88,寒霜兽,73,迅雷鸟,TRUE,161,,
110,唤夜兽,51,女皇蜂,73,迅雷鸟,FALSE,161,,
51,女皇蜂,110,唤冬兽,73,迅雷鸟,TRUE,161,,
110,唤冬兽,51,女皇蜂,73,迅雷鸟,FALSE,161,,
88,寒霜兽,73,迅雷鸟,73,迅雷鸟,FALSE,161,,
58,邪麒麟,103,暴电熊,73,迅雷鸟,TRUE,161,,
54,毛老爹,107,异构格里芬,73,迅雷鸟,TRUE,161,,
51,女皇蜂,110,唤夜兽,73,迅雷鸟,TRUE,161,,
107,异构格里芬,54,毛老爹,73,迅雷鸟,FALSE,161,,
58,邪麒麟,104,黑月女王,73,迅雷鸟,TRUE,162,,
111,空涡龙,51,女皇蜂,73,迅雷鸟,FALSE,162,,
51,女皇蜂,111,空涡龙,73,迅雷鸟,TRUE,162,,
104,黑月女王,58,邪麒麟,73,迅雷鸟,FALSE,162,,
109,混沌骑士,54,毛老爹,73,迅雷鸟,FALSE,163,,
54,毛老爹,109,混沌骑士,73,迅雷鸟,TRUE,163,,
58,火麒麟,107,异构格里芬,73,迅雷鸟,TRUE,165,,
107,异构格里芬,58,火麒麟,73,迅雷鸟,FALSE,165,,
58,火麒麟,108,圣光骑士,73,迅雷鸟,TRUE,166,,
108,圣光骑士,58,火麒麟,73,迅雷鸟,FALSE,166,,
109,混沌骑士,58,火麒麟,73,迅雷鸟,FALSE,167,,
58,火麒麟,109,混沌骑士,73,迅雷鸟,TRUE,167,,
58,火麒麟,110,唤冬兽,73,迅雷鸟,TRUE,168,,
58,火麒麟,110,唤夜兽,73,迅雷鸟,TRUE,168,,
110,唤夜兽,58,火麒麟,73,迅雷鸟,FALSE,168,,
83,冰棘兽,85,佩克龙,73,迅雷鸟,TRUE,168,,
85,佩克龙,83,冰棘兽,73,迅雷鸟,FALSE,168,,
110,唤冬兽,58,火麒麟,73,迅雷鸟,FALSE,168,,
111,空涡龙,58,火麒麟,73,迅雷鸟,FALSE,169,,
58,火麒麟,111,空涡龙,73,迅雷鸟,TRUE,169,,
73,迅雷鸟,97,雷冥鸟,73,迅雷鸟,TRUE,170,,
97,雷冥鸟,73,迅雷鸟,73,迅雷鸟,FALSE,170,,
83,冰棘兽,88,熔岩兽,73,迅雷鸟,TRUE,171,,
88,熔岩兽,83,冰棘兽,73,迅雷鸟,FALSE,171,,
73,迅雷鸟,99,冥铠蝎,73,迅雷鸟,TRUE,172,,
99,冥铠蝎,73,迅雷鸟,73,迅雷鸟,FALSE,172,,
90,雪猛犸,83,冰棘兽,73,迅雷鸟,FALSE,173,,
90,森猛犸,83,冰棘兽,73,迅雷鸟,FALSE,173,,
83,冰棘兽,90,森猛犸,73,迅雷鸟,TRUE,173,,
83,冰棘兽,90,雪猛犸,73,迅雷鸟,TRUE,173,,
96,焰煌,79,绸笠蛾,73,迅雷鸟,FALSE,175,,
83,冰棘兽,92,铠格力斯,73,迅雷鸟,TRUE,175,,
79,绸笠蛾,96,焰煌,73,迅雷鸟,TRUE,175,,
92,铠格力斯,83,冰棘兽,73,迅雷鸟,FALSE,175,,
103,暴电熊,73,迅雷鸟,73,迅雷鸟,FALSE,176,,
74,燧火鸟,102,清雀,73,迅雷鸟,TRUE,176,,
74,燧火鸟,102,朱雀,73,迅雷鸟,TRUE,176,,
73,迅雷鸟,103,暴电熊,73,迅雷鸟,TRUE,176,,
102,朱雀,74,燧火鸟,73,迅雷鸟,FALSE,176,,
102,清雀,74,燧火鸟,73,迅雷鸟,FALSE,176,,
73,迅雷鸟,104,黑月女王,73,迅雷鸟,TRUE,177,,
73,迅雷鸟,104,百合女王,73,迅雷鸟,TRUE,177,,
104,黑月女王,73,迅雷鸟,73,迅雷鸟,FALSE,177,,
104,百合女王,73,迅雷鸟,73,迅雷鸟,FALSE,177,,
83,冰棘兽,95,天羽龙,73,迅雷鸟,TRUE,178,,
95,天羽龙,83,冰棘兽,73,迅雷鸟,FALSE,178,,
102,清雀,79,绸笠蛾,73,迅雷鸟,FALSE,181,,
107,异构格里芬,74,燧火鸟,73,迅雷鸟,FALSE,181,,
74,燧火鸟,107,异构格里芬,73,迅雷鸟,TRUE,181,,
79,绸笠蛾,102,清雀,73,迅雷鸟,TRUE,181,,
74,燧火鸟,108,圣光骑士,73,迅雷鸟,TRUE,182,,
97,雷冥鸟,85,派克龙,73,迅雷鸟,FALSE,182,,
85,佩克龙,97,雷冥鸟,73,迅雷鸟,TRUE,182,,
97,雷冥鸟,85,佩克龙,73,迅雷鸟,FALSE,182,,
108,圣光骑士,74,燧火鸟,73,迅雷鸟,FALSE,182,,
85,派克龙,97,雷冥鸟,73,迅雷鸟,TRUE,182,,
109,混沌骑士,74,燧火鸟,73,迅雷鸟,FALSE,183,,
98,魔渊龙,85,派克龙,73,迅雷鸟,FALSE,183,,
85,派克龙,98,魔渊龙,73,迅雷鸟,TRUE,183,,
74,燧火鸟,109,混沌骑士,73,迅雷鸟,TRUE,183,,
98,魔渊龙,85,佩克龙,73,迅雷鸟,FALSE,183,,
85,佩克龙,98,魔渊龙,73,迅雷鸟,TRUE,183,,
101,腾炎龙,83,冰棘兽,73,迅雷鸟,FALSE,184,,
74,燧火鸟,110,唤夜兽,73,迅雷鸟,TRUE,184,,
